,support,mape,rmse,mae,r2
train,369.0,0.045799999999999993,1.4217,0.9085000000000001,0.9779
cv,45.5,0.11229999999999998,3.2899000000000003,2.2114000000000003,0.8472
unobserved,51.0,0.13000000000000003,5.5362,2.9918,0.6435000000000001
